image_name,ref,image_path,grid_folder,0_0,0_1,0_2,0_3,0_4,1_0,1_1,1_2,1_3,1_4,2_0,2_1,2_2,2_3,2_4,3_0,3_1,3_2,3_3,3_4,4_0,4_1,4_2,4_3,4_4,cl_0_0,cl_0_1,cl_0_2,cl_0_3,cl_0_4,cl_1_0,cl_1_1,cl_1_2,cl_1_3,cl_1_4,cl_2_0,cl_2_1,cl_2_2,cl_2_3,cl_2_4,cl_3_0,cl_3_1,cl_3_2,cl_3_3,cl_3_4,cl_4_0,cl_4_1,cl_4_2,cl_4_3,cl_4_4
EP-11-05797_0168_0116.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0116.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0019.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0019.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,1,,,,,,,,
EP-11-05797_0168_0055.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0055.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0073.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0073.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,1,,1,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0058.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0058.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0034.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0034.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0103.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0103.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0110.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0110.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,1,,,,,,,,,,1,,,,,1,,,,,
EP-11-05797_0167_0102.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0167_0102.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0142.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0142.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0119.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0119.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0168_0013.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0013.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0167_0140.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0167_0140.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0167_0110.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0167_0110.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,1,,,,,1,
EP-11-05797_0167_0143.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0167_0143.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,1,,,,,1,,,,
EP-11-05797_0168_0138.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0138.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
EP-11-05797_0167_0166.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0167_0166.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,1,,,,,
EP-11-05797_0167_0114.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0167_0114.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,1,,,,,1,,,,,,,,,,,,
EP-11-05797_0168_0022.JPG,Sri Lanna 1_Sri Lanna 1,/kaggle/input/cm-smoke-sri-lanna/Sri Lanna 1/Sri Lanna 1/EP-11-05797_0168_0022.JPG,/kaggle/working/grid_images/Sri Lanna 1_Sri Lanna 1,"0,0 1094,0 0,729 1094,729","1094,0 2188,0 1094,729 2188,729","2188,0 3282,0 2188,729 3282,729","3282,0 4376,0 3282,729 4376,729","4376,0 5472,0 4376,729 5472,729","0,729 1094,729 0,1458 1094,1458","1094,729 2188,729 1094,1458 2188,1458","2188,729 3282,729 2188,1458 3282,1458","3282,729 4376,729 3282,1458 4376,1458","4376,729 5472,729 4376,1458 5472,1458","0,1458 1094,1458 0,2187 1094,2187","1094,1458 2188,1458 1094,2187 2188,2187","2188,1458 3282,1458 2188,2187 3282,2187","3282,1458 4376,1458 3282,2187 4376,2187","4376,1458 5472,1458 4376,2187 5472,2187","0,2187 1094,2187 0,2916 1094,2916","1094,2187 2188,2187 1094,2916 2188,2916","2188,2187 3282,2187 2188,2916 3282,2916","3282,2187 4376,2187 3282,2916 4376,2916","4376,2187 5472,2187 4376,2916 5472,2916","0,2916 1094,2916 0,3648 1094,3648","1094,2916 2188,2916 1094,3648 2188,3648","2188,2916 3282,2916 2188,3648 3282,3648","3282,2916 4376,2916 3282,3648 4376,3648","4376,2916 5472,2916 4376,3648 5472,3648",,,,,,,,,,,,,,,,,,,,,,,,,
